FCode,FName,F_category,servings,Kcal,Kcal_per_100
R001538,"닭고기, 성계, 생것",육류,100.0,177.0,177.0
R001539,"닭고기, 영계, 삶은것",육류,100.0,247.0,247.0
R001540,"닭고기, 오골계, 생것",육류,100.0,137.0,137.0
R001541,"닭고기, 토종, 생것",육류,100.0,118.0,118.0
R001542,"닭고기, 토종, 껍질",육류,100.0,339.0,339.0
R001543,"닭고기, 토종, 가슴",육류,100.0,107.0,107.0
R001544,"닭고기, 토종, 날개",육류,100.0,122.0,122.0
R001545,"닭고기, 토종, 다리",육류,100.0,128.0,128.0
R001546,"닭고기, 토종, 살코기",육류,100.0,108.0,108.0
R001547,"닭 부산물, 간, 생것",육류,100.0,116.0,116.0
R001548,"닭 부산물, 간, 삶은것",육류,100.0,167.0,167.0
R001549,"닭 부산물, 모래주머니, 생것",육류,100.0,85.0,85.0
R001550,"닭 부산물, 모래주머니, 구운것(오븐)",육류,100.0,132.0,132.0
R001551,"닭 부산물, 심장, 생것",육류,100.0,207.0,207.0
R001552,"닭 부산물, 심장, 삶은것",육류,100.0,185.0,185.0
R001553,"닭 부산물, 닭발, 삶은것",육류,100.0,215.0,215.0
R001554,닭뼈 육수,육류,100.0,7.0,7.0
R001555,닭 육수,육류,100.0,12.0,12.0
R001556,닭꼬치,육류,100.0,254.0,254.0
R001557,"돼지고기, 갈비, 생것",육류,100.0,230.0,230.0
R001558,"돼지고기, 갈비, 삶은것",육류,100.0,289.0,289.0
R001559,"돼지고기, 갈비, 구운것(팬)",육류,100.0,265.0,265.0
R001560,"돼지고기, 갈비(갈비살), 생것",육류,100.0,202.0,202.0
R001562,"돼지고기, 뒷다리, 생것",육류,100.0,121.0,121.0
R001563,"돼지고기, 뒷다리, 삶은것",육류,100.0,209.0,209.0
R001564,"돼지고기, 뒷다리, 구운것(팬)",육류,100.0,210.0,210.0
R001565,"돼지고기, 등심, 생것",육류,100.0,135.0,135.0
R001566,"돼지고기, 등심, 삶은것",육류,100.0,203.0,203.0
R001567,"돼지고기, 등심, 구운것(팬)",육류,100.0,184.0,184.0
R001568,"돼지고기, 목심(목심살), 생것",육류,100.0,221.0,221.0
R001569,"돼지고기, 목심(목심살), 삶은것",육류,100.0,276.0,276.0
R001570,"돼지고기, 목심(목심살), 구운것(팬)",육류,100.0,258.0,258.0
R001571,"돼지고기, 사태, 생것",육류,100.0,154.0,154.0
R001572,"돼지고기, 사태, 삶은것",육류,100.0,201.0,201.0
R001573,"돼지고기, 사태, 구운것(팬)",육류,100.0,209.0,209.0
R001574,"돼지고기, 살코기, 생것",육류,100.0,186.0,186.0
R001575,"돼지고기, 삼겹살(삼겹살), 생것",육류,100.0,379.0,379.0
R001576,"돼지고기, 삼겹살(삼겹살), 삶은것",육류,100.0,414.0,414.0
R001577,"돼지고기, 삼겹살(삼겹살), 구운것(팬)",육류,100.0,469.0,469.0
R001578,"돼지고기, 안심(안심살), 생것",육류,100.0,123.0,123.0
R001579,"돼지고기, 안심(안심살), 삶은것",육류,100.0,177.0,177.0
R001580,"돼지고기, 안심(안심살), 구운것(팬)",육류,100.0,172.0,172.0
R001581,"돼지고기, 앞다리(꾸리살), 생것",육류,100.0,134.0,134.0
R001582,"돼지고기, 뒷다리(도가니살), 생것",육류,100.0,129.0,129.0
R001583,"돼지고기, 뒷다리(뒷사태살), 생것",육류,100.0,134.0,134.0
R001584,"돼지고기, 뒷다리(보섭살), 생것",육류,100.0,137.0,137.0
R001585,"돼지고기, 뒷다리(볼기살), 생것",육류,100.0,132.0,132.0
R001586,"돼지고기, 뒷다리(설깃살), 생것",육류,100.0,138.0,138.0
R001587,"돼지고기, 뒷다리(홍두깨살), 생것",육류,100.0,135.0,135.0
R001588,"돼지고기, 등심(등심덧살), 생것",육류,100.0,199.0,199.0
R001589,"돼지고기, 등심(알등심살), 생것",육류,100.0,144.0,144.0
R001590,"돼지고기, 앞다리(부채살), 생것",육류,100.0,151.0,151.0
R001591,"돼지고기, 앞다리(앞사태살), 생것",육류,100.0,131.0,131.0
R001592,"돼지고기, 삼겹살(갈매기살), 생것",육류,100.0,186.0,186.0
R001593,"돼지고기, 삼겹살(등갈비), 생것",육류,100.0,231.0,231.0
R001594,"돼지고기, 삼겹살(토시살), 생것",육류,100.0,140.0,140.0
R001595,"돼지고기, 삼겹살(오돌삼겹), 생것",육류,100.0,316.0,316.0
R001596,"돼지고기, 앞다리(앞다리살), 생것",육류,100.0,159.0,159.0
R001597,"돼지고기, 앞다리(항정살), 생것",육류,100.0,298.0,298.0
R001598,"돼지고기, 앞다리(주걱살), 생것",육류,100.0,143.0,143.0
R001599,"돼지 부산물, 간, 생것",육류,100.0,125.0,125.0
R001600,"돼지 부산물, 간, 삶은것",육류,100.0,165.0,165.0
R001601,"돼지 부산물, 대장, 생것",육류,100.0,219.0,219.0
R001602,"돼지 부산물, 대장, 삶은것",육류,100.0,179.0,179.0
R001603,"돼지 부산물, 맹장, 생것",육류,100.0,358.0,358.0
R001604,"돼지 부산물, 머리고기, 생것",육류,100.0,272.0,272.0
R001605,"돼지 부산물, 비장, 생것",육류,100.0,86.0,86.0
R001606,"돼지 부산물, 소장(곱창), 생것",육류,100.0,71.0,71.0
R001607,"돼지 부산물, 소장(곱창), 삶은것",육류,100.0,171.0,171.0
R001608,"돼지 부산물, 신장, 생것",육류,100.0,109.0,109.0
R001609,"돼지 부산물, 신장, 삶은것",육류,100.0,151.0,151.0
R001610,"돼지 부산물, 심장, 생것",육류,100.0,113.0,113.0
R001611,"돼지 부산물, 심장, 삶은것",육류,100.0,148.0,148.0
R001612,"돼지 부산물, 위, 생것",육류,100.0,111.0,111.0
R001613,"돼지 부산물, 자궁, 생것",육류,100.0,73.0,73.0
R001614,"돼지 부산물, 족발, 생것",육류,100.0,212.0,212.0
R001615,"돼지 부산물, 족발, 삶은것",육류,100.0,238.0,238.0
R001616,"돼지 부산물, 족발, 조미, 삶은것",육류,100.0,220.0,220.0
R001617,"돼지 부산물, 직장, 생것",육류,100.0,332.0,332.0
R001618,"돼지 부산물, 췌장, 생것",육류,100.0,152.0,152.0
R001619,"돼지 부산물, 허파, 생것",육류,100.0,85.0,85.0
R001620,"돼지 부산물, 허파, 삶은것",육류,100.0,99.0,99.0
R001621,"소시지, 말린것",육류,100.0,497.0,497.0
R001622,"소시지, 리용소시지",육류,100.0,192.0,192.0
R001623,"소시지, 볼로냐소시지",육류,100.0,251.0,251.0
R001624,"소시지, 위너(비엔나)소시지",육류,100.0,254.0,254.0
R001625,"소시지, 이탈리안소시지",육류,100.0,346.0,346.0
R001626,"소시지, 프랑크푸르트소시지",육류,100.0,244.0,244.0
R001627,"햄, 등심햄",육류,100.0,126.0,126.0
R001628,"햄, 런천미트햄",육류,100.0,201.0,201.0
R001632,"햄, 슬라이스햄",육류,100.0,193.0,193.0
R001634,"포크커틀릿, 냉동",육류,100.0,286.0,286.0
R001635,"포크커틀릿, 냉동, 튀긴것",육류,100.0,367.0,367.0
R001636,"돼지불고기, 생것",육류,100.0,132.0,132.0
R001637,베이컨,육류,100.0,245.0,245.0
R001638,"베이컨, 구운것",육류,100.0,548.0,548.0
R001639,순대,육류,100.0,116.0,116.0
R001640,"순대, 찐것",육류,100.0,180.0,180.0
R001641,"메추리고기, 생것",육류,100.0,208.0,208.0
R001642,"멧돼지고기, 생것",육류,100.0,268.0,268.0
R001643,"멧돼지고기, 앞다리, 생것",육류,100.0,188.0,188.0
R001644,"소고기, 미국산, 갈비, 구운것(오븐)",육류,100.0,400.0,400.0
R001645,"소고기, 미국산, 목심(목심살), 생것",육류,100.0,265.0,265.0
R001646,"소고기, 미국산, 목심(목심살), 삶은것",육류,100.0,359.0,359.0
R001647,"소고기, 미국산, 사태, 끓인것",육류,100.0,201.0,201.0
R001648,"소고기, 미국산, 설도, 구운것(석쇠)",육류,100.0,164.0,164.0
R001649,"소고기, 미국산, 안심(안심살), 구운것",육류,100.0,267.0,267.0
R001650,"소고기, 한우, 갈비, 생것",육류,100.0,298.0,298.0
R001651,"소고기, 한우, 등심, 생것",육류,100.0,304.0,304.0
R001652,"소고기, 한우, 등심, 삶은것",육류,100.0,348.0,348.0
R001653,"소고기, 한우, 등심, 구운것(팬)",육류,100.0,387.0,387.0
R001654,"소고기, 한우(1등급), 살코기, 생것",육류,100.0,207.0,207.0
R001655,"소고기, 한우, 양지, 생것",육류,100.0,247.0,247.0
R001656,"소고기, 한우, 양지, 삶은것",육류,100.0,268.0,268.0
R001657,"소고기, 한우, 양지, 구운것(팬)",육류,100.0,302.0,302.0
R001658,"소고기, 한우, 채끝(채끝살), 생것",육류,100.0,124.0,124.0
R001659,"소고기, 한우(1++등급), 등심, 생것",육류,100.0,278.0,278.0
R001660,"소고기, 한우(1++등급), 목심(목심살), 생것",육류,100.0,218.0,218.0
R001661,"소고기, 한우(1++등급), 설도(보섭살), 생것",육류,100.0,204.0,204.0
R001662,"소고기, 한우(1++등급), 설도(설깃살), 생것",육류,100.0,196.0,196.0
R001663,"소고기, 한우(1++등급), 앞다리(꾸리살), 생것",육류,100.0,167.0,167.0
R001664,"소고기, 한우(1++등급), 우둔(우둔살), 생것",육류,100.0,171.0,171.0
R001665,"소고기, 한우(1++등급), 우둔(홍두깨살), 생것",육류,100.0,161.0,161.0
R001666,"소고기, 한우(1++등급), 양지(양지머리), 생것",육류,100.0,198.0,198.0
R001667,"소고기, 한우(1++등급), 양지(업진살), 생것",육류,100.0,253.0,253.0
R001668,"소고기, 한우(1++등급), 채끝(채끝살), 생것",육류,100.0,265.0,265.0
R001669,"소고기, 한우(3등급), 등심, 생것",육류,100.0,117.0,117.0
R001670,"소고기, 한우(3등급), 목심(목심살), 생것",육류,100.0,102.0,102.0
R001671,"소고기, 한우(3등급), 설도(보섭살), 생것",육류,100.0,108.0,108.0
R001672,"소고기, 한우(3등급), 설도(설깃살), 생것",육류,100.0,104.0,104.0
R001673,"소고기, 한우(3등급), 앞다리(꾸리살), 생것",육류,100.0,103.0,103.0
R001674,"소고기, 한우(3등급), 우둔(우둔살), 생것",육류,100.0,107.0,107.0
R001675,"소고기, 한우(3등급), 우둔(홍두깨살), 생것",육류,100.0,105.0,105.0
R001676,"소고기, 한우(3등급), 양지(양지머리), 생것",육류,100.0,105.0,105.0
R001677,"소고기, 한우(3등급), 양지(업진살), 생것",육류,100.0,112.0,112.0
R001678,"소고기, 한우(3등급), 채끝(채끝살), 생것",육류,100.0,114.0,114.0
R001679,"소고기, 한우(1등급), 목심(목심살), 생것",육류,100.0,189.0,189.0
R001680,"소고기, 한우(1등급), 설도(보섭살), 생것",육류,100.0,161.0,161.0
R001681,"소고기, 한우(1등급), 설도(설깃살), 생것",육류,100.0,200.0,200.0
R001682,"소고기, 한우(1등급), 안심(안심살), 생것",육류,100.0,200.0,200.0
R001683,"소고기, 한우(1등급), 앞다리(꾸리살), 생것",육류,100.0,155.0,155.0
R001684,"소고기, 한우(1등급), 우둔(우둔살), 생것",육류,100.0,164.0,164.0
R001685,"소고기, 한우(1등급), 우둔(홍두깨살), 생것",육류,100.0,145.0,145.0
R001686,"소고기, 한우(1등급), 양지(양지머리), 생것",육류,100.0,185.0,185.0
R001687,"소고기, 한우(1등급), 양지(업진살), 생것",육류,100.0,251.0,251.0
R001688,"소고기, 한우(1등급), 채끝(채끝살), 생것",육류,100.0,218.0,218.0
R001689,"소고기, 한우(1등급), 앞다리(부채살), 생것",육류,100.0,261.0,261.0
R001690,"소고기, 한우(1등급), 앞다리(앞다리살), 생것",육류,100.0,177.0,177.0
R001691,"소고기, 한우(1등급), 갈비(꽃갈비), 생것",육류,100.0,383.0,383.0
R001692,"소고기, 한우(1등급), 갈비(본갈비), 생것",육류,100.0,303.0,303.0
R001693,"소고기, 한우(1등급), 갈비(안창살), 생것",육류,100.0,284.0,284.0
R001694,"소고기, 한우(1등급), 갈비(제비추리), 생것",육류,100.0,175.0,175.0
R001695,"소고기, 한우(1등급), 갈비(참갈비), 생것",육류,100.0,390.0,390.0
R001696,"소고기, 한우(1등급), 갈비(토시살), 생것",육류,100.0,264.0,264.0
R001697,"소고기, 한우(1등급), 등심(꽃등심살), 생것",육류,100.0,326.0,326.0
R001698,"소고기, 한우(1등급), 등심(살치살), 생것",육류,100.0,309.0,309.0
R001699,"소고기, 한우(1등급), 등심(아래등심살), 생것",육류,100.0,256.0,256.0
R001700,"소고기, 한우(1등급), 등심(윗등심살), 생것",육류,100.0,301.0,301.0
R001701,"소고기, 한우(1등급), 사태(뒷사태), 생것",육류,100.0,151.0,151.0
R001702,"소고기, 한우(1등급), 사태(뭉치사태), 생것",육류,100.0,146.0,146.0
R001703,"소고기, 한우(1등급), 사태(상박살), 생것",육류,100.0,165.0,165.0
R001704,"소고기, 한우(1등급), 사태(아롱사태), 생것",육류,100.0,256.0,256.0
R001705,"소고기, 한우(1등급), 사태(앞사태), 생것",육류,100.0,146.0,146.0
R001706,"소고기, 한우(1등급), 설도(도가니살), 생것",육류,100.0,160.0,160.0
R001707,"소고기, 한우(1등급), 설도(삼각살), 생것",육류,100.0,221.0,221.0
R001708,"소고기, 한우(1등급), 설도(설깃머리살), 생것",육류,100.0,193.0,193.0
R001709,"소고기, 한우(1등급), 앞다리(갈비덧살), 생것",육류,100.0,184.0,184.0
R001710,"소고기, 한우(1등급), 앞다리(부채덮개살), 생것",육류,100.0,149.0,149.0
R001711,"소고기, 한우(1등급), 양지(앞치마살), 생것",육류,100.0,284.0,284.0
R001712,"소고기, 한우(1등급), 양지(업진안살), 생것",육류,100.0,221.0,221.0
R001713,"소고기, 한우(1등급), 양지(차돌박이), 생것",육류,100.0,394.0,394.0
R001714,"소고기, 한우(1등급), 양지(치마살), 생것",육류,100.0,217.0,217.0
R001715,"소고기, 한우(1등급), 양지(치마양지), 생것",육류,100.0,179.0,179.0
R001716,"소 부산물, 간, 생것",육류,100.0,131.0,131.0
R001717,"소 부산물, 골, 생것",육류,100.0,120.0,120.0
R001718,"소 부산물, 꼬리, 생것",육류,100.0,246.0,246.0
R001719,"소 부산물, 선지(피), 생것",육류,100.0,52.0,52.0
R001720,"소 부산물, 소장(곱창), 생것",육류,100.0,141.0,141.0
R001721,"소 부산물, 신장, 생것",육류,100.0,90.0,90.0
R001722,"소 부산물, 심장, 생것",육류,100.0,105.0,105.0
R001723,"소 부산물, 양(위), 생것",육류,100.0,61.0,61.0
R001724,"소 부산물, 천엽, 생것",육류,100.0,51.0,51.0
R001725,"소 부산물, 허파, 생것",육류,100.0,82.0,82.0
R001726,"소 부산물, 혀, 생것",육류,100.0,186.0,186.0
R001727,"소 부산물, 미국산, 간, 삶은것",육류,100.0,191.0,191.0
R001728,"소 부산물, 미국산, 골, 끓인것",육류,100.0,151.0,151.0
R001729,"소 부산물, 미국산, 신장, 끓인것",육류,100.0,157.0,157.0
R001730,"소 부산물, 미국산, 심장, 끓인것",육류,100.0,165.0,165.0
R001731,"소 부산물, 미국산, 허파, 삶은것",육류,100.0,120.0,120.0
R001732,"소 부산물, 미국산, 혀, 끓인것",육류,100.0,284.0,284.0
R001733,"소 부산물, 외국산, 대장, 생것",육류,100.0,162.0,162.0
R001734,"소불고기, 생것",육류,100.0,136.0,136.0
R001735,양지국물,육류,100.0,4.0,4.0
R001736,"우족국물, 중량3배물",육류,100.0,2.0,2.0
R001737,육포,육류,100.0,361.0,361.0
R001738,잡뼈국물,육류,100.0,27.0,27.0
R001739,"송아지고기, 미국산, 갈비, 생것",육류,100.0,162.0,162.0
R001740,"송아지고기, 미국산, 갈비, 삶은것",육류,100.0,251.0,251.0
R001741,"송아지고기, 미국산, 갈비, 구운것",육류,100.0,228.0,228.0
R001742,"송아지고기, 미국산, 등심, 생것",육류,100.0,177.0,177.0
R001743,"송아지고기, 미국산, 등심, 삶은것",육류,100.0,284.0,284.0
R001744,"송아지고기, 미국산, 등심, 구운것",육류,100.0,217.0,217.0
R001745,"송아지고기, 미국산, 살코기, 생것",육류,100.0,105.0,105.0
R001746,"송아지고기, 미국산, 살코기, 삶은것",육류,100.0,201.0,201.0
R001747,"송아지고기, 미국산, 어깨, 생것",육류,100.0,132.0,132.0
R001748,"송아지고기, 미국산, 어깨, 삶은것",육류,100.0,236.0,236.0
R001749,"송아지고기, 미국산, 어깨, 구운것",육류,100.0,183.0,183.0
R001750,"송아지고기, 미국산, 채끝(채끝살), 생것",육류,100.0,152.0,152.0
R001751,"송아지고기, 미국산, 채끝(채끝살), 삶은것",육류,100.0,252.0,252.0
R001752,"송아지고기, 미국산, 채끝(채끝살), 구운것(오븐)",육류,100.0,202.0,202.0
R001753,"송아지 부산물, 미국산, 간, 생것",육류,100.0,140.0,140.0
R001754,"송아지 부산물, 미국산, 간, 삶은것",육류,100.0,192.0,192.0
R001755,"송아지 부산물, 미국산, 골, 생것",육류,100.0,118.0,118.0
R001756,"송아지 부산물, 미국산, 골, 삶은것",육류,100.0,136.0,136.0
R001757,"송아지 부산물, 미국산, 신장, 생것",육류,100.0,99.0,99.0
R001758,"송아지 부산물, 미국산, 신장, 삶은것",육류,100.0,163.0,163.0
R001759,"송아지 부산물, 미국산, 심장, 생것",육류,100.0,110.0,110.0
R001760,"송아지 부산물, 미국산, 심장, 삶은것",육류,100.0,186.0,186.0
R001761,"송아지 부산물, 미국산, 허파, 생것",육류,100.0,90.0,90.0
R001762,"송아지 부산물, 미국산, 허파, 삶은것",육류,100.0,104.0,104.0
R001763,"송아지 부산물, 미국산, 혀, 생것",육류,100.0,131.0,131.0
R001764,"송아지 부산물, 미국산, 혀, 삶은것",육류,100.0,202.0,202.0
R001765,"양고기, 외국산, 다리, 생것",육류,100.0,224.0,224.0
R001766,"어린양고기, 미국산, 갈비, 생것",육류,100.0,372.0,372.0
R001767,"어린양고기, 미국산, 갈비, 구운것(오븐)",육류,100.0,359.0,359.0
R001768,"어린양고기, 미국산, 다리, 생것",육류,100.0,201.0,201.0
R001769,"어린양고기, 미국산, 다리, 구운것(오븐)",육류,100.0,225.0,225.0
R001770,"어린양고기, 미국산, 살코기, 생것",육류,100.0,143.0,143.0
R001771,"어린양고기, 미국산, 어깨, 생것",육류,100.0,264.0,264.0
R001772,"어린양고기, 미국산, 어깨, 삶은것",육류,100.0,344.0,344.0
R001773,"어린양고기, 미국산, 어깨, 구운것(오븐)",육류,100.0,276.0,276.0
R001774,"어린양 부산물, 미국산, 간, 생것",육류,100.0,139.0,139.0
R001775,"어린양 부산물, 미국산, 간, 삶은것",육류,100.0,220.0,220.0
R001776,"염소고기, 생것",육류,100.0,178.0,178.0
R001777,"염소고기, 삶은것",육류,100.0,247.0,247.0
R001778,"염소고기, 외국산, 생것",육류,100.0,107.0,107.0
R001779,"오리고기, 껍질 포함, 생것",육류,100.0,242.0,242.0
R001780,"오리고기, 살코기, 생것",육류,100.0,117.0,117.0
R001781,"오리고기, 산오리, 생것",육류,100.0,257.0,257.0
R001782,"오리고기, 집오리, 생것",육류,100.0,318.0,318.0
R001783,"오리고기, 집오리, 살코기, 생것",육류,100.0,149.0,149.0
R001784,"자라고기, 외국산, 생것",육류,100.0,197.0,197.0
R001785,"칠면조고기, 미국산, 생것",육류,100.0,143.0,143.0
R001786,"칠면조고기, 미국산, 끓인것",육류,100.0,203.0,203.0
R001787,"칠면조고기, 미국산, 구운것",육류,100.0,189.0,189.0
R001788,"토끼고기, 집토끼, 생것",육류,100.0,135.0,135.0
R001789,"토끼고기, 집토끼, 끓인것",육류,100.0,173.0,173.0
R001790,"말고기, 생것",육류,100.0,110.0,110.0
R001791,"거위알, 생것",난류,100.0,193.0,193.0
R001792,"거위알, 삶은것",난류,100.0,187.0,187.0
R001793,"기러기알, 생것",난류,100.0,193.0,193.0
R001794,"기러기알, 삶은것",난류,100.0,212.0,212.0
R001795,"달걀, 생것",난류,100.0,136.0,136.0
R001796,"달걀, 가루 ",난류,100.0,376.0,376.0
R001797,"달걀, 삶은것",난류,100.0,143.0,143.0
R001798,"달걀, 난백, 생것",난류,100.0,51.0,51.0
R001799,"달걀, 난백, 삶은것",난류,100.0,56.0,56.0
R001800,"달걀, 난황, 생것",난류,100.0,318.0,318.0
R001801,"달걀, 난황, 삶은것",난류,100.0,379.0,379.0
R001805,"달걀부침, 부친것",난류,100.0,206.0,206.0
R001806,"수란, 중탕",난류,100.0,164.0,164.0
R001807,"스크램블에그, 볶은것",난류,100.0,149.0,149.0
R001808,"메추리알, 생것",난류,100.0,146.0,146.0
R001809,"메추리알, 삶은것",난류,100.0,155.0,155.0
R001810,"오리알, 생것",난류,100.0,171.0,171.0
R001811,"피단, 오리알",난류,100.0,175.0,175.0
R001812,"청둥오리알, 생것",난류,100.0,178.0,178.0
R001813,"가다랑어, 생것",어패류 및 기타 수산물,100.0,128.0,128.0
R001814,"가다랑어, 유지통조림",어패류 및 기타 수산물,100.0,168.0,168.0
R001815,가다랑어 육수,어패류 및 기타 수산물,100.0,0.0,0.0
R001816,"가라지, 생것",어패류 및 기타 수산물,100.0,78.0,78.0
R001817,"가물치, 생것",어패류 및 기타 수산물,100.0,86.0,86.0
R001818,"가시망독, 생것",어패류 및 기타 수산물,100.0,102.0,102.0
R001819,"가오리, 조미하여 말린것",어패류 및 기타 수산물,100.0,312.0,312.0
R001820,"가오리, 나비가오리, 생것",어패류 및 기타 수산물,100.0,80.0,80.0
R001821,"가오리, 노랑가오리, 생것",어패류 및 기타 수산물,100.0,98.0,98.0
R001822,"가오리, 목탁가오리, 생것",어패류 및 기타 수산물,100.0,99.0,99.0
R001823,"가오리, 전기가오리, 생것",어패류 및 기타 수산물,100.0,65.0,65.0
R001824,"가자미, 생것",어패류 및 기타 수산물,100.0,129.0,129.0
R001825,"가자미, 각시가자미, 생것",어패류 및 기타 수산물,100.0,84.0,84.0
R001826,"가자미, 갈가자미, 생것",어패류 및 기타 수산물,100.0,91.0,91.0
R001827,"가자미, 기름가자미, 생것",어패류 및 기타 수산물,100.0,84.0,84.0
R001828,"가자미, 눈가자미, 생것",어패류 및 기타 수산물,100.0,94.0,94.0
R001829,"가자미, 돌가자미, 생것",어패류 및 기타 수산물,100.0,91.0,91.0
R001830,"가자미, 문치가자미, 생것",어패류 및 기타 수산물,100.0,93.0,93.0
R001831,"가자미, 범가자미, 생것",어패류 및 기타 수산물,100.0,83.0,83.0
R001832,"가자미, 술봉가자미, 생것",어패류 및 기타 수산물,100.0,84.0,84.0
R001833,"가자미, 용가자미, 생것",어패류 및 기타 수산물,100.0,83.0,83.0
R001834,"가자미, 줄가자미, 생것",어패류 및 기타 수산물,100.0,77.0,77.0
R001835,"가자미, 참가자미, 생것",어패류 및 기타 수산물,100.0,86.0,86.0
R001836,"갈치, 생것",어패류 및 기타 수산물,100.0,147.0,147.0
R001837,"갈치, 염장",어패류 및 기타 수산물,100.0,186.0,186.0
R001838,"갈치, 동갈치, 생것",어패류 및 기타 수산물,100.0,98.0,98.0
R001839,"갈치, 동동갈치, 생것",어패류 및 기타 수산물,100.0,121.0,121.0
R001840,"갈치젓, 염절임",어패류 및 기타 수산물,100.0,179.0,179.0
R001841,"강달이, 눈강달이, 생것",어패류 및 기타 수산물,100.0,108.0,108.0
R001842,"강달이젓, 눈강달이젓, 염절임",어패류 및 기타 수산물,100.0,106.0,106.0
R001843,"게르치, 생것",어패류 및 기타 수산물,100.0,156.0,156.0
R001844,"게르치, 삶은것",어패류 및 기타 수산물,100.0,173.0,173.0
R001845,"고등어, 생것",어패류 및 기타 수산물,100.0,180.0,180.0
R001846,"고등어, 반건조",어패류 및 기타 수산물,100.0,348.0,348.0
R001847,"고등어, 삶은것",어패류 및 기타 수산물,100.0,309.0,309.0
R001848,"고등어, 구운것",어패류 및 기타 수산물,100.0,318.0,318.0
R001849,"고등어, 통조림",어패류 및 기타 수산물,100.0,159.0,159.0
R001850,"고등어, 자반고등어, 염장",어패류 및 기타 수산물,100.0,251.0,251.0
R001851,"고등어, 남해, 생것",어패류 및 기타 수산물,100.0,210.0,210.0
R001852,"고등어, 서해, 생것",어패류 및 기타 수산물,100.0,278.0,278.0
R001853,"괴도라치, 생것",어패류 및 기타 수산물,100.0,74.0,74.0
R001854,"군평선이, 생것",어패류 및 기타 수산물,100.0,103.0,103.0
R001855,"기름종개, 생것",어패류 및 기타 수산물,100.0,106.0,106.0
R001856,"까나리, 생것",어패류 및 기타 수산물,100.0,113.0,113.0
R001857,"까나리, 삶아서 말린것",어패류 및 기타 수산물,100.0,245.0,245.0
R001858,"꺽저기, 생것",어패류 및 기타 수산물,100.0,93.0,93.0
R001859,"꼬치고기, 생것",어패류 및 기타 수산물,100.0,97.0,97.0
R001860,"꼼치, 생것",어패류 및 기타 수산물,100.0,71.0,71.0
R001861,"꽁치, 생것",어패류 및 기타 수산물,100.0,141.0,141.0
R001862,"꽁치, 말린것",어패류 및 기타 수산물,100.0,175.0,175.0
R001863,"꽁치, 구운것",어패류 및 기타 수산물,100.0,270.0,270.0
R001864,"꽁치, 염장",어패류 및 기타 수산물,100.0,175.0,175.0
R001865,"꽁치, 조미통조림",어패류 및 기타 수산물,100.0,183.0,183.0
R001866,"날치, 생것",어패류 및 기타 수산물,100.0,100.0,100.0
R001867,"날치, 염장",어패류 및 기타 수산물,100.0,124.0,124.0
R001868,"날치 부산물, 알, 생것",어패류 및 기타 수산물,100.0,96.0,96.0
R001869,"납지리, 생것",어패류 및 기타 수산물,100.0,86.0,86.0
R001870,"넙치(광어), 생것",어패류 및 기타 수산물,100.0,125.0,125.0
R001871,"넙치(광어) 부산물, 껍질, 생것",어패류 및 기타 수산물,100.0,168.0,168.0
R001872,"네동가리, 생것",어패류 및 기타 수산물,100.0,83.0,83.0
R001873,"노랑촉수, 생것",어패류 및 기타 수산물,100.0,238.0,238.0
R001874,"노래미, 생것",어패류 및 기타 수산물,100.0,90.0,90.0
R001875,"노래미, 줄노래미, 생것",어패류 및 기타 수산물,100.0,86.0,86.0
R001876,"노래미, 쥐노래미, 생것",어패류 및 기타 수산물,100.0,119.0,119.0
R001877,"놀래기, 생것",어패류 및 기타 수산물,100.0,107.0,107.0
R001878,"놀래기, 사랑놀래기, 생것",어패류 및 기타 수산물,100.0,104.0,104.0
R001879,"놀래기, 용치놀래기, 생것",어패류 및 기타 수산물,100.0,86.0,86.0
R001880,"놀래기, 황놀래기, 생것",어패류 및 기타 수산물,100.0,98.0,98.0
R001881,"농어, 생것",어패류 및 기타 수산물,100.0,96.0,96.0
R001882,"농어, 구운것",어패류 및 기타 수산물,100.0,124.0,124.0
R001883,"농어, 점농어, 생것",어패류 및 기타 수산물,100.0,127.0,127.0
R001884,"누치, 생것",어패류 및 기타 수산물,100.0,104.0,104.0
R001885,"눈볼대, 생것",어패류 및 기타 수산물,100.0,143.0,143.0
R001886,"눈퉁멸, 생것",어패류 및 기타 수산물,100.0,136.0,136.0
R001887,"눈퉁멸, 포, 말린것",어패류 및 기타 수산물,100.0,342.0,342.0
R001888,"능성어, 생것",어패류 및 기타 수산물,100.0,93.0,93.0
R001889,"다금바리, 생것",어패류 및 기타 수산물,100.0,100.0,100.0
R001890,"다랑어, 참다랑어, 생것",어패류 및 기타 수산물,100.0,175.0,175.0
R001891,"다랑어, 참다랑어, 냉동",어패류 및 기타 수산물,100.0,114.0,114.0
R001892,"다랑어, 참다랑어, 구운것",어패류 및 기타 수산물,100.0,184.0,184.0
R001893,"다랑어, 참다랑어, 유지통조림",어패류 및 기타 수산물,100.0,191.0,191.0
R001894,"다랑어, 참다랑어, 붉은살, 생것",어패류 및 기타 수산물,100.0,125.0,125.0
R001895,"다랑어, 참다랑어, 지방육, 생것",어패류 및 기타 수산물,100.0,344.0,344.0
R001896,"다랑어, 황다랑어, 생것",어패류 및 기타 수산물,100.0,115.0,115.0
R001897,참다랑어 샐러드,어패류 및 기타 수산물,100.0,187.0,187.0
